85041	9500
57315	3100
19188	2200
32872	1700
512	2200
1637	1900
2618	7667200
464	369100
16	7097200
56093	39031100
81021	39038000
56653	38999700
9164	39097700
40155	38910700
21731	23100
6962	7000
3184	400
45998	38811000
17271	600
31218	38941200
25046	38922300
97972	38924700
6988	38974800
204	4100
39151	600
29582	31698700
47528	600
15196	300
1692	31429500
25067	31509700
13257	31933600
7099	500
89159	600
40092	32395400
43044	600
45194	32692500
14160	500
67012	39237500
5516	32637400
91189	39444500
57528	33017200
35983	32387500
61829	39997700
9037	32475500
32130	40122700
71406	33285100
3889	40339900
13896	700
52311	40403300
3344	40593300
17735	40777800
32448	40799200
6693	33037000
88996	41242500
57108	41162800
60759	41437500
31094	33105100
18728	33245500
24711	33253100
64019	33260800
12151	700
63062	33353500
28947	33239800
70485	33147300
17779	33140700
62448	33160100
20915	33100600
25706	33170800
3547	33214700
4444	33114800
88576	33218800
68979	33215200
14462	7927600
93164	33127800
3929	33264100
29684	500
23957	33236000
65126	33121400
7704	33268900
98882	33139900
9309	33232100
81497	33241900
82185	33157000
1782	33217300
22082	33287500
34295	33313900
27282	33382300
8329	33365500
74989	63200
67315	33441700
53160	33495600
59636	33524200
18889	33750100
35942	33706500
49041	33530300
30782	33563500
50367	33568200
65972	33637100
9071	33670300
21855	33596900
7627	33762500
53809	33568800
53093	33620300
4229	33669500
35974	33768300
627	33739100
58832	33761500
32857	33917500
31611	33906900
18650	33924400
12129	33854000
73733	33826800
65413	33825800
88419	33859200
7641	33865100
52792	33930900
63756	33983600
38547	33999400
36301	33997300
90902	33958500
54847	33965800
35267	33989500
75696	34020400
17277	34068700
23125	34122000
10877	34017600
18932	33986300
3504	34014200
34025	34062800
41975	34057300
28912	34184900
81024	34061200
36883	34095800
7291	34124000
3926	34154400
13233	34034400
46617	34012900
3239	34032200
47458	34029000
5629	34022100
87194	34028800
8365	34118300
47203	34035700
40501	33828500
6254	33929200
45797	33802900
88565	33844400
27179	33818000
30289	33874300
1640	33831900
1191	33886400
15510	33889500
82061	33905500
6815	33901200
70381	33899000
60822	33876200
65551	33972700
39529	34006800
38707	34023200
49430	33996400
21373	33923800
61427	33929300
37437	33881300
88534	33880200
9664	33882900
89287	33885100
98415	34026500
52074	33996800
12375	33975400
4031	34077700
14794	34014700
10368	34034400
4868	34036700
86172	34030800
60035	34039100
77781	34023400
49546	34037500
58888	34041400
14496	34133600
75788	34186400
5174	34222600
87172	34030200
69201	34047700
16417	34059600
29051	34051200
36258	34052300
53408	34051700
2207	34060200
37813	33995700
22211	34246700
36769	34306300
79538	34226300
11409	33957700
37590	33894200
69456	34085000
15743	33964200
77408	34057200
18240	33791300
16129	33790800
35520	33667700
2164	33827100
25235	33436300
34547	33413700
74928	33409600
19667	33391200
87920	33353100
41378	33305500
9097	33332500
1103	33303400
12336	33325400
24841	33319900
43455	33333500
57081	33355600
49811	33345900
37925	33411600
18342	33349700
14253	33339000
38704	33317300
42446	33345100
55785	33353000
31498	33343900
41734	33350600
25739	33359300
36940	33327600
47667	33346200
41491	33341600
81199	33359000
5409	33367800
21172	33366500
10841	33374100
70776	33369900
45661	33368700
662	33651600
20100	33598200
39260	33610200
92280	33700800
42551	33741400
91693	33709500
642	33626700
37873	33655900
11612	33616100
9082	33621500
16210	33592000
12832	33638800
27624	33594800
17826	33755200
17915	33745500
30337	33729300
9120	33745600
6768	33741400
1773	33735100
33411	33728400
70195	33731000
26067	33750800
5018	33800400
27845	33811700
37362	33828200
22959	33848800
59881	33819200
1897	33806500
38505	33804200
42321	33768800
27132	33781300
75367	33753000
20319	33878200
97727	33731900
88021	33824600
1701	33828700
7261	33812900
934	33698400
15650	33673100
3209	33646200
53142	33597900
20543	33627800
37313	27953700
4638	33652800
83245	33641000
5641	33661100
21329	33664500
5038	33663200
58985	33646400
24480	33643500
99350	33645900
54029	33678600
68343	33689400
38883	33696100
69110	33699300
91681	33696600
6863	33711200
28138	33701100
15603	33685700
99867	33693300
46100	33699200
65865	33709400
79287	33707900
95304	33814500
9711	33769400
22465	33784400
61329	33759500
28442	33787800
392	33800900
61454	33766100
34574	33883600
1548	33762500
9584	33857600
44271	33953700
6496	33847400
15918	30543900
2334	33963500
27885	33849900
96410	33825300
63080	33834300
79215	33832600
25710	33856100
47271	33846000
24771	33856900
87680	33929600
88194	33898700
4929	33845100
31286	33852900
58320	33857300
25844	33938800
8843	33852900
40169	33890600
2072	33913100
11093	33916300
5844	33888200
49722	33866300
17058	33854000
54359	33843900
62265	33837700
5752	33827400
31406	33821200
80539	33811600
47162	33804900
6175	33800600
96080	33899600
51907	33941800
17012	33794000
13928	33912400
26733	33783500
10000	33892700
97062	72585700
53017	33658300
39604	33687300
73819	72425100
19148	33583600
31080	72466000
42610	33640000
12839	33644500
49387	33684700
47215	72566800
18669	33731800
70792	72638500
87000	72619600
19938	33813300
34087	72778500
16427	72798700
28978	33979500
6147	72915100
43255	72942100
26217	72948500
16284	33994600
6310	72967900
46459	72988700
19704	72997500
89858	34102400
95300	73055100
94517	34133800
47396	73089500
63688	73124300
40079	73106400
38830	73105300
26483	34196200
23153	34196400
67172	73173800
85512	73186600
20444	34238000
71341	73200900
23261	34258900
13088	73204900
75234	34378300
79869	73363000
55287	73393800
9488	73407700
36021	73677500
16767	34780100
53564	34791900
39634	73702000
84198	34935300
11529	73769000
61655	73764500
21848	73566300
34222	34961700
80097	66913300
20313	34942700
51090	34964100
34137	66994300
33618	67002200
22176	67043400
17821	34971500
19172	66767600
85186	67134000
48927	35022300
24177	67135300
77056	35036500
76233	74819200
87385	67492500
73277	75391300
42967	75565400
24695	68020600
67179	66984500
87284	66949400
65195	66120800
26724	66073400
15775	66071500
31032	65984300
86119	65873000
39163	32549400
51688	65891900
17048	65776600
5151	65749200
29841	65577100
77903	64941300
81838	64915100
58837	64801200
6988	64727400
57276	64638900
85337	64375600
49033	64313100
48690	64147400
11525	64140400
41752	64130600
38745	64103600
51779	63996500
84130	64005100
61230	64007700
5611	63991100
14711	64028700
33042	63640500
46706	63605900
70579	63611900
32306	63584100
18458	63571500
10927	63557400
70381	63326900
38659	63654900
68545	63635500
88941	63314400
31369	62804400
32190	62772400
61570	62658900
48750	62796100
5219	62197800
96988	62191700
10903	62193500
16234	62286600
15708	62269400
9016	62225700
82226	62128400
44355	62211300
25710	62141400
15275	62151400
2984	61821200
7243	61845100
67976	61813000
88777	61720900
87755	61586500
61376	61382300
10099	61682500
29901	61449600
49584	61345300
57713	61655500
29788	61375300
53404	60204000
20086	60066400
30837	60041700
88397	59997400
78276	60036000
20591	60013700
6792	59957100
46782	59940200
29901	59725500
31073	59688700
25058	59712600
16702	59190300
10425	59026900
33964	59012500
8650	59038400
7728	58994800
95016	58938400
64096	58915400
25011	58933900
60207	58234800
15991	58182900
26010	58169400
64026	58085700
13441	58090900
41745	57942800
66887	57815400
20672	57673000
14277	57720500
54475	57544900
65911	57526300
29092	57174700
14818	57212600
47087	57169300
23965	57116400
12005	56997900
11707	56996700
12910	56499400
75171	56505200
39818	56495500
65589	56456900
37344	56443500
55496	56403300
50414	56208500
14602	56080900
84179	55571500
97778	55323900
16271	55305700
14978	55293200
30326	55276200
32938	55174800
11217	55150600
61648	55130100
83119	54960300
50669	55036100
71651	54895600
26201	54902000
86664	55000000
27956	54977700
2243	54972700
70028	54805600
96582	54806000
52593	54772200
64669	54736600
37857	54700600
63172	54413500
63512	54408500
19926	54284400
33450	54300400
6389	54298600
21949	54290100
7332	54281100
52029	54236500
84683	54263400
80899	54256000
48163	53905500
59069	53787700
52941	53802300
37305	53766300
73843	92258300
52545	53282100
76801	91840700
88385	92165400
73062	91723000
48464	52764300
60346	91640600
80964	91624300
25094	91615600
7730	52733600
40113	52732100
35364	91570800
55344	52683300
10750	91567900
63989	52707300
34182	91573200
17821	51038600
6041	52676400
13979	91557200
33456	52468600
51592	90876900
16779	84007700
28496	83890400
66378	52591800
55783	83885900
28074	84207200
43400	83828200
55639	84600500
96028	51300000
15111	91489900
82689	91877500
45339	91794900
50345	92076500
33284	83551000
85878	83468500
32273	83354600
93906	83114200
30424	49937100
28740	83055700
45749	83032700
93996	82981000
46222	82970600
98631	82859400
41817	82499000
46652	81842400
50846	58367200
74471	81728100
28842	81705200
86502	48122300
27193	81676800
83981	81508100
88900	81443200
61852	81510100
80944	81407800
15322	81476000
23748	81245000
52189	78700500
47085	78516500
63395	77783500
45783	77698700
45993	77482700
89421	77531100
12665	77279000
47564	77126000
83967	76401300
43160	76384700
88000	76378500
38093	75438400
34138	75423700
35348	75510300
49455	75410600
61303	75900200
35238	75460400
49884	74893500
44573	74832400
83682	74843700
70875	74398900
82361	74386600
90066	73600500
98642	73714300
12188	73181700
47783	73160000
16766	72968500
86368	73025900
44965	71052400
46650	70877300
50143	70865400
19173	70840300
68333	70762600
86337	70938500
27917	70757900
73027	70745800
54624	70636100
72307	68335800
56571	67829400
47700	67766100
78543	67474800
23314	67320900
56523	67306000
32713	67144300
30879	67090700
17673	66855400
42354	66815100
39146	66741800
78239	66824900
46229	66798900
64112	66190400
70400	65928000
58174	65856500
