49722	57000
31406	9300
54359	9700
6175	7900
94934	11800
93242	10900
97834	7400
93533	18200
5259	9200
39604	6700
21731	4100
19148	7600
49387	8600
28978	89600
97314	133500
50741	10200
75234	6500
29855	8200
5959	8100
16767	7600
88860	192900
23867	8400
19880	7000
20313	5800
51090	9100
7099	7300
63353	6700
17821	161300
13777	17400
67171	79700
48927	132800
6154	4800
99776	16700
55653	11200
19866	6500
64068	8900
67404	21700
50261	10600
14160	133100
79082	73000
50866	22000
52861	13100
95126	6000
13896	4400
90551	89900
1494	3800
96028	167800
91	3600
52405	11200
25272	8400
86064	8300
2499	140700
54525	108800
40845	110600
26205	6700
12151	6900
38584	8100
42873	3200
3898	160100
13463	92000
61057	5300
73049	7500
13999	4100
10421	3300
36827	68600
65728	4500
29684	4600
14318	6900
87123	2800
92938	8000
53015	8200
81204	6800
4760	4800
81958	9800
39163	4000
32168	7200
74989	6500
20233	18800
56418	4900
61381	4500
68675	6100
33291	13400
86502	2300
89718	2800
53019	136100
62245	9600
5816	2500
37825	170000
82527	2700
78634	6100
45975	19800
8510	120600
61343	5700
74382	4400
7687	4600
29481	104200
49477	4400
23085	7300
66233	4100
89610	2100
4283	1800
97625	4900
57178	5600
32357	5000
63158	4900
96614	4600
11211	4300
93423	4200
33579	4000
10434	9100
15719	5800
51519	6800
49798	20500
41055	2300
48379	3300
35329	7500
22277	4600
21755	4100
21924	219900
27626	5000
14139	220300
8884	220800
72362	365400
19768	7600
72538	282700
42413	289600
62526	511600
40028	2900
48247	6200
47547	869900
40636	868000
58991	917700
96782	938600
57474	653100
26820	2900
42014	1194400
98104	1402900
79751	1721100
84203	1609300
59624	1678500
52004	1733000
5542	1683300
90030	1161200
28680	1754500
18316	1884200
65699	2061500
4437	1567900
68914	1829500
59407	2092800
19141	1482800
47612	2202100
31188	2286100
11066	1671400
35220	2209900
85868	2558800
97832	3142100
9561	1853900
99203	3118200
81951	3230500
90439	3334200
27792	3200
19093	24500
66873	2700
47489	4700
36293	127400
76935	7700
1829	135900
49877	99400
47058	235400
31386	22400
12172	7000
25796	12000
70727	5300
71557	4800
63657	5400
70324	2100
11341	3800
83750	5500
76603	10000
36119	6000
17727	5200
92999	4200
65720	6400
76779	6100
60324	5700
36189	149700
61159	96500
5221	11800
20451	5200
93734	4200
21546	5500
12409	5800
21353	66300
67266	4300
23224	16600
54824	3500
64713	4100
69387	4100
73832	9300
30598	4100
6333	4000
88307	4400
65193	105400
84486	62600
14635	7200
66361	5100
28239	4100
12453	3700
97956	6400
8775	7800
37991	4400
68688	6800
29354	1000
63148	6900
59302	100900
86451	3600
87872	4500
3503	1100
24850	4300
80896	7900
98005	6500
34976	6500
20215	79800
64983	7500
73914	1400
57847	14900
86107	3800
52376	4000
14426	1400
43342	7500
38141	4800
28034	12800
99994	3400
65347	4400
43140	6500
20167	3600
43542	6000
23291	1100
99433	9300
15558	77400
88878	62500
75860	5400
